trust_code,region,trust_name,period,total_attendances,within_4hrs,pct_4hrs_total,pct_4 hrs_type1,total_emergency_dmissions,over_12hrs
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2025-08,"31,394","23,030",73.4,61.9,"5,853",521
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2025-08,"22,925","14,477",63.1,60.6,"9,760",964
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2025-08,"24,364","16,945",69.5,52.2,"6,588",443
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,2025-08,"13,463","10,506",78.0,67.1,"4,314",117
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2025-08,"19,770","12,752",64.5,49.5,"3,714",846
RLQ,NHS England Midlands ,Wye Valley NHS Trust,2025-08,"7,152","4,806",67.2,60.1,"1,632",207
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2025-08,"6,883","4,637",67.4,66.3,"2,102",61
RFF,NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,2025-08,"9,177","7,185",78.3,78.3,"3,543",0
RAE,NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,2025-08,"13,027","10,807",83.0,74.7,"3,746",49
NNF09,NHS England North East And Yorkshire ,Bransholme Health Centre,2025-08,"3,507","3,245",92.5,,0,0
NNF16,NHS England North East And Yorkshire ,Bridlington Hospital,2025-08,"1,732","1,659",95.8,,0,0
RWY,NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,2025-08,"15,446","12,738",82.5,82.5,"2,990",16
RXP,NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,2025-08,"23,960","19,123",79.8,61.0,"4,953",9
RP5,NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2025-08,"17,831","12,975",72.8,65.1,"5,205",108
NNF94,NHS England North East And Yorkshire ,East Riding Community Hospital,2025-08,"2,699","2,543",94.2,,0,0
RR7,NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,2025-08,"9,762","8,033",82.3,69.4,"1,676",0
NNFA7,NHS England North East And Yorkshire ,Goole & District Hospital,2025-08,"1,554","1,547",99.5,,0,0
RCD,NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,2025-08,"6,535","5,367",82.1,78.4,"1,387",0
RWA,NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,2025-08,"13,782","8,528",61.9,46.3,"5,831",337
RV9,NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,2025-08,"1,293","1,286",99.5,,0,0
RR8,NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,2025-08,"28,589","22,410",78.4,63.8,"4,784",119
ARN03,NHS England North East And Yorkshire ,Local Care Direct,2025-08,"2,232","2,223",99.6,,0,0
RXF,NHS England North East And Yorkshire ,Mid Yorkshire Teaching NHS Trust,2025-08,"22,642","16,735",73.9,64.2,"4,434",9
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,2025-08,"10,973","7,349",67.0,60.0,"2,402",309
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,2025-08,"15,346","12,986",84.6,51.8,"4,258",6
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,2025-08,"16,604","12,274",73.9,53.8,"5,670",594
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,2025-08,"23,818","21,523",90.4,77.0,"4,770",0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,2025-08,"3,839","3,651",95.1,95.1,889,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,2025-08,"18,339","12,906",70.4,47.4,"6,623",11
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,2025-08,"18,308","14,255",77.9,47.7,"4,753",11
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,2025-08,"19,784","13,803",69.8,50.7,"5,675",4
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,2025-08,0,0,,,111,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2025-08,"20,033","15,784",78.8,64.1,"6,195",41
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,2025-08,"8,638","6,114",70.8,70.8,"2,292",0
AJN,NHS England North East And Yorkshire ,Workington Health Limited,2025-08,343,343,100.0,,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,2025-08,"18,939","13,052",68.9,47.6,"6,245",315
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,2025-08,"4,303","3,879",90.1,90.1,937,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,2025-08,"20,403","15,933",78.1,55.3,"4,156",262
RMC,NHS England North West ,Bolton NHS Foundation Trust,2025-08,"11,420","7,375",64.6,50.5,"3,300",331
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,2025-08,"2,883","2,841",98.5,,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,2025-08,"7,449","4,799",64.4,51.5,"3,017",330
RJN,NHS England North West ,East Cheshire NHS Trust,2025-08,"4,356","2,091",48.0,46.9,898,432
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,2025-08,"23,936","18,899",79.0,66.6,"4,857",925
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,2025-08,"14,962","10,362",69.3,61.8,"4,295",410
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2025-08,0,0,,,134,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,2025-08,"25,869","18,111",70.0,54.4,"7,430",477
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,2025-08,"1,396","1,275",91.3,,122,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,2025-08,"42,149","30,431",72.2,58.3,"6,501",69
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,2025-08,"24,136","17,592",72.9,61.7,"8,094",290
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,2025-08,"12,199","12,025",98.6,,43,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,2025-08,"9,892","5,536",56.0,37.1,"2,669",378
Y02532,NHS England North West ,Miriam Minor Emergency,2025-08,"1,643","1,641",99.9,,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,2025-08,"34,577","24,979",72.2,62.6,"9,265",958
NV693,NHS England North West ,Rossendale Miu & Ooh,2025-08,"1,018","1,018",100.0,,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,2025-08,"1,584","1,577",99.6,,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,2025-08,"10,107","7,010",69.4,61.7,"3,535",198
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,2025-08,"10,706","7,068",66.0,56.4,"1,836",381
RBV,NHS England North West ,The Christie NHS Foundation Trust,2025-08,0,0,,,779,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,2025-08,0,0,,,166,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2025-08,"14,329","10,764",75.1,63.4,"4,043",360
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,2025-08,"9,867","6,203",62.9,48.0,"1,945",825
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,2025-08,"4,252","4,077",95.9,,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,2025-08,"10,900","6,610",60.6,46.5,"3,723",450
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2025-08,"12,244","9,426",77.0,61.7,"3,135",260
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2025-08,"9,810","6,280",64.0,49.9,"3,357",118
NTV0B,NHS England South East ,Ashford Walk-In-Centre,2025-08,"2,325","2,302",99.0,,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2025-08,"1,435","1,428",99.5,,25,0
Y02676,NHS England South East ,Brighton Station Health Centre,2025-08,"1,869","1,869",100.0,,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,2025-08,"14,238","11,378",79.9,72.2,"5,936",261
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,2025-08,"14,389","11,597",80.6,74.1,"4,342",17
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),2025-08,0,0,,,0,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2025-08,"25,087","18,612",74.2,48.8,"3,837","1,311"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,2025-08,"15,093","11,489",76.1,67.8,"3,434",6
AQM01,NHS England South East ,Faversham Medical Practice Miu,2025-08,"2,864","2,864",100.0,,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,2025-08,"2,599","2,599",100.0,,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,2025-08,"33,719","24,974",74.1,60.9,"6,455",260
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,2025-08,"2,986","2,921",97.8,,113,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2025-08,"13,993","9,954",71.1,61.7,"4,555",11
DJV01,NHS England South East ,Herne Bay Health Care Ltd,2025-08,"2,531","2,531",100.0,,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,2025-08,"6,618","4,931",74.5,63.4,"1,528",100
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,2025-08,"6,264","6,243",99.7,,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2025-08,"22,392","17,971",80.3,78.0,"6,769",130
RPA,NHS England South East ,Medway NHS Foundation Trust,2025-08,"16,386","12,009",73.3,61.6,"2,202",696
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,2025-08,"4,244","4,128",97.3,,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2025-08,"18,579","14,874",80.1,73.4,"9,622",0
AQN04,NHS England South East ,Phl Lymington Utc,2025-08,"3,401","3,351",98.5,,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,2025-08,"16,794","12,114",72.1,61.7,"5,677",933
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,2025-08,"5,076","5,028",99.1,,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,2025-08,"5,237","5,070",96.8,,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2025-08,"1,387","1,385",99.9,,590,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,2025-08,"16,588","12,680",76.4,65.8,"2,568",1
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,2025-08,"8,926","6,702",75.1,69.4,"3,256",5
NQT51,NHS England South East ,Station Plaza Health Centre,2025-08,"1,089","1,089",100.0,,0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2025-08,"10,052","6,148",61.2,61.2,"3,847",538
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,2025-08,"11,693","11,529",98.6,,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,2025-08,"12,667","8,700",68.7,66.2,"5,237",14
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,2025-08,"32,573","21,333",65.5,61.4,"10,338",534
ACH01,NHS England South East ,Whitstable Medical Practice,2025-08,"4,916","4,916",100.0,,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,2025-08,"2,325","2,302",99.0,,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,2025-08,"1,685","1,676",99.5,,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,2025-08,0,0,,,98,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,2025-08,"10,405","8,619",82.8,68.2,"2,524",44
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2025-08,0,0,,,4,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,2025-08,"8,680","8,555",98.6,,24,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2025-08,"13,700","8,344",60.9,60.9,"5,492",221
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,2025-08,"10,977","7,443",67.8,48.3,"3,817",157
RVJ,NHS England South West ,North Bristol NHS Trust,2025-08,"9,435","6,362",67.4,67.4,"4,360",126
L83087,NHS England South West ,Okehampton Medical Centre,2025-08,103,103,100.0,,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,2025-08,"1,148","1,146",99.8,,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,2025-08,"21,199","16,933",79.9,54.7,"4,204",303
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,2025-08,"19,464","13,222",67.9,58.1,"5,487",136
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2025-08,"8,612","5,085",59.0,59.0,"4,520",81
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,2025-08,"7,080","5,268",74.4,63.0,"2,187",25
NLX,NHS England South West ,Sirona Care & Health,2025-08,"9,008","8,700",96.6,,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,2025-08,"21,944","16,120",73.5,55.5,"4,789",75
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2025-08,"2,018","1,971",97.7,,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,2025-08,482,482,100.0,,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,2025-08,"11,155","8,263",74.1,61.1,"3,366",31
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,2025-08,"1,058","1,051",99.3,,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,2025-08,"17,108","11,858",69.3,65.1,"6,466",188
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,2025-08,"19,991","14,370",71.9,61.6,"6,648",57
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,2025-08,"15,162","10,786",71.1,53.8,"4,496",329
RC9,NHS England East Of England ,Bedfordshire Hospitals NHS Foundation Trust,2025-09,"25,424","19,300",75.9,63.1,"6,999",2
RGT,NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2025-09,"16,965","12,238",72.1,58.4,"3,391",428
RWH,NHS England East Of England ,East And North Hertfordshire Teaching NHS Trust,2025-09,"16,997","12,860",75.7,53.6,"2,577",96
RDE,NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2025-09,"25,651","18,309",71.4,45.8,"7,600",597
RY4,NHS England East Of England ,Hertfordshire Community NHS Trust,2025-09,"1,169","1,102",94.3,,0,0
DT301,NHS England East Of England ,Herts Urgent Care (Ascots Lane),2025-09,"2,249","2,042",90.8,,0,0
RGP,NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2025-09,"8,742","6,113",69.9,64.4,"1,977",381
RAJ,NHS England East Of England ,Mid And South Essex NHS Foundation Trust,2025-09,"34,290","25,447",74.2,71.1,"9,986",483
RD8,NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2025-09,"13,895","10,241",73.7,59.6,"2,569",0
RM1,NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2025-09,"20,057","16,128",80.4,69.3,"3,837",145
RGN,NHS England East Of England ,North West Anglia NHS Foundation Trust,2025-09,"20,621","14,559",70.6,61.6,"4,997",689
Y02428,NHS England East Of England ,Putnoe Walk In Centre,2025-09,"2,266","2,266",100.0,,0,0
RQW,NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2025-09,"10,919","8,732",80.0,73.8,"2,180",279
RCX,NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2025-09,"7,767","4,910",63.2,56.2,"2,089",153
RWG,NHS England East Of England ,West Hertfordshire Teaching Hospitals NHS Trust,2025-09,"16,438","13,907",84.6,69.5,"4,830",26
RGR,NHS England East Of England ,West Suffolk NHS Foundation Trust,2025-09,"8,691","6,054",69.7,67.2,"2,211",373
G0Q0L,NHS England London,Barking Hospital Utc,2025-09,"2,853","2,829",99.2,,0,0
RF4,NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2025-09,"29,271","23,126",79.0,57.0,"8,451",772
R1H,NHS England London,Barts Health NHS Trust,2025-09,"43,812","31,482",71.9,56.8,"5,199",951
AD913,NHS England London,Beckenham Beacon Ucc,2025-09,"3,638","3,608",99.2,,0,0
RYX,NHS England London,Central London Community Healthcare NHS Trust,2025-09,"12,129","11,951",98.5,,0,0
RQM,NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2025-09,"26,267","20,429",77.8,71.7,"3,155",46
RJ6,NHS England London,Croydon Health Services NHS Trust,2025-09,"17,471","13,144",75.2,66.0,"1,275",609
RVR,NHS England London,Epsom And St Helier University Hospitals NHS Trust,2025-09,"13,513","10,006",74.0,70.2,"2,455",778
RJ1,NHS England London,Guy's And St Thomas' NHS Foundation Trust,2025-09,"16,813","13,119",78.0,64.8,"2,410",67
K6K0R,NHS England London,Harold Wood Polyclinic Utc,2025-09,"2,669","2,667",99.9,,0,0
RQX,NHS England London,Homerton Healthcare NHS Foundation Trust,2025-09,"10,890","8,943",82.1,82.1,"2,137",28
RYJ,NHS England London,Imperial College Healthcare NHS Trust,2025-09,"23,330","17,499",75.0,55.3,"4,651",0
RJZ,NHS England London,King's College Hospital NHS Foundation Trust,2025-09,"25,782","17,913",69.5,54.0,"3,957",664
RAX,NHS England London,Kingston And Richmond NHS Foundation Trust,2025-09,"15,430","10,831",70.2,39.2,"3,130",320
RJ2,NHS England London,Lewisham And Greenwich NHS Trust,2025-09,"24,392","16,769",68.7,52.3,"4,477",598
R1K,NHS England London,London North West University Healthcare NHS Trust,2025-09,"28,742","21,698",75.5,52.1,"6,558",419
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2025-09,"5,657","5,498",97.2,,222,0
RAT,NHS England London,North East London NHS Foundation Trust,2025-09,"1,849","1,761",95.2,,0,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,2025-09,"41,815","32,530",77.8,66.8,"7,345","1,975"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2025-09,0,0,,,23,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2025-09,"12,879","10,052",78.0,69.9,"3,229",500
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2025-09,"12,458","9,906",79.5,52.2,"1,728",37
Y03218,NHS England London,The Pinn Unregistered Wic,2025-09,"1,044","1,044",100.0,,0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,2025-09,"13,436","9,319",69.4,69.4,"1,710",194
Y02147,NHS England London,Urgent Care Centre (Qms),2025-09,"8,137","8,014",98.5,,0,0
RKE,NHS England London,Whittington Health NHS Trust,2025-09,"8,812","6,230",70.7,70.7,"1,385",261
